N,P,K,temperature,humidity,ph,rainfall,label
69,54,38,22.88,59.03,6.51,197.46,mesta
75,47,52,26.3,79.57,7.16,52.7,mesta
57,45,59,23.93,57.61,6.28,169.98,mesta
85,32,57,23.95,72.3,7.17,73.36,mesta
46,40,49,25.36,70.85,5.79,194.16,mesta
95,56,57,33.19,68.68,5.92,155.44,mesta
93,36,54,28.58,57.26,5.94,100.01,mesta
92,38,41,22.36,56.14,6.42,135.49,mesta
61,41,56,30.63,76.03,6.97,57.27,mesta
57,54,56,33.46,73.03,6.78,58.75,mesta
72,42,48,22.73,60.42,6.58,177.65,mesta
87,49,52,30.66,58.3,6.32,170.58,mesta
57,52,39,26.19,78.62,5.86,182.21,mesta
66,58,34,22.05,71.92,5.72,116.06,mesta
87,60,58,24.16,75.36,5.85,182.44,mesta
49,54,35,32.71,59.87,6.78,156.38,mesta
67,35,36,34.8,58.42,6.15,138.4,mesta
52,59,45,34.55,58.15,6.82,89.44,mesta
40,30,55,24.62,59.16,5.68,72.44,mesta
62,48,31,26.59,61.2,7.04,149.73,mesta
60,30,56,29.58,55.19,6.29,143.71,mesta
92,58,52,30.32,66.18,5.72,64.39,mesta
56,42,55,23.33,73.85,7.17,126.22,mesta
97,51,45,34.89,51.99,5.73,166.16,mesta
85,36,60,21.2,54.05,6.71,169.13,mesta
91,35,52,34.92,75.95,6.76,114.21,mesta
66,31,55,27.1,52.69,7.1,196.99,mesta
75,44,41,28.61,73.8,6.64,52.04,mesta
99,50,51,27.63,57.89,5.56,86.08,mesta
95,54,50,21.33,52.63,6.86,90.25,mesta
92,46,50,24.47,56.62,6.38,125.5,mesta
90,60,51,31.59,60.74,5.53,161.09,mesta
47,47,60,26.77,63.51,7.49,148.66,mesta
75,38,43,32.14,56.79,6.8,166.77,mesta
91,55,39,27.54,64.28,5.98,71.44,mesta
63,59,43,20.62,75.38,5.76,181.36,mesta
68,44,41,31.02,61.77,6.59,124.55,mesta
96,44,50,31.1,78.23,7.3,145.97,mesta
69,39,51,22.3,67.2,6.4,139.68,mesta
60,51,59,33.75,73.35,7.14,184.3,mesta
41,53,35,31.65,50.26,5.5,93.75,mesta
84,31,50,28.16,66.64,6.27,145.31,mesta
52,45,44,23.6,72.91,6.19,141.0,mesta
68,32,55,34.93,76.68,7.29,174.13,mesta
56,50,51,30.69,77.73,6.6,151.02,mesta
66,50,54,21.17,69.67,6.05,156.38,mesta
51,48,43,33.7,68.63,6.48,98.36,mesta
80,55,36,29.65,52.71,6.43,110.76,mesta
69,51,33,34.71,71.92,6.27,77.97,mesta
76,54,32,28.41,58.69,6.14,162.25,mesta
42,55,32,24.79,75.66,5.95,117.33,mesta
84,35,42,31.88,74.27,6.23,81.08,mesta
98,51,52,23.32,71.24,5.78,178.23,mesta
67,41,52,27.05,56.32,6.02,130.26,mesta
58,59,40,23.3,59.59,6.59,84.37,mesta
84,37,40,31.85,57.34,7.01,194.46,mesta
58,59,57,23.42,76.41,6.25,51.32,mesta
60,55,30,28.91,58.35,5.97,189.67,mesta
81,59,45,30.99,59.72,6.34,195.89,mesta
52,40,39,33.22,66.66,6.85,126.17,mesta
97,39,46,28.17,74.08,6.95,189.71,mesta
73,41,60,23.65,71.18,5.82,197.28,mesta
91,57,58,30.35,72.98,7.14,60.35,mesta
73,56,60,22.87,75.35,6.38,181.07,mesta
51,51,46,29.56,68.52,6.84,149.88,mesta
82,34,45,20.83,76.03,5.76,172.47,mesta
82,54,54,25.45,68.99,7.34,160.42,mesta
94,46,50,25.14,65.42,6.31,117.72,mesta
43,41,56,25.49,52.85,6.21,156.16,mesta
91,47,48,21.48,71.03,6.21,64.58,mesta
79,60,41,30.21,74.08,5.54,169.37,mesta
87,48,56,28.2,73.83,7.14,155.66,mesta
90,55,36,26.55,64.89,7.44,137.55,mesta
70,46,49,24.4,56.02,6.92,119.73,mesta
45,25,31,22.68,56.67,6.37,87.68,moong
32,43,39,20.15,65.42,7.09,86.25,moong
29,35,27,23.54,51.53,6.52,92.63,moong
30,33,42,22.51,49.43,7.98,35.21,moong
54,39,23,29.73,69.18,7.99,79.79,moong
44,50,38,24.84,44.9,7.26,87.41,moong
42,25,26,27.99,60.83,6.78,58.36,moong
38,22,27,29.85,45.63,6.65,62.22,moong
54,25,33,23.65,44.38,7.73,63.15,moong
24,39,35,31.49,57.82,7.29,87.1,moong
52,47,32,33.28,41.58,7.4,38.32,moong
55,40,25,23.72,60.99,7.0,38.01,moong
30,29,44,33.73,54.68,6.71,42.23,moong
31,37,24,21.89,47.53,6.54,87.92,moong
58,34,45,29.09,43.45,6.55,53.93,moong
34,23,37,34.23,52.69,6.28,56.24,moong
54,46,36,25.99,46.44,6.84,77.15,moong
56,29,44,31.7,54.22,7.22,49.98,moong
56,45,41,28.37,66.56,6.49,35.65,moong
60,49,29,32.62,66.15,6.98,91.83,moong
38,39,42,27.45,66.6,6.93,62.09,moong
34,39,38,31.78,52.46,6.45,72.5,moong
44,45,32,30.99,47.92,7.71,41.99,moong
50,42,41,21.81,42.91,6.93,69.43,moong
21,32,35,30.73,60.32,6.19,82.52,moong
53,34,36,21.46,44.34,7.29,90.63,moong
21,24,36,22.84,48.73,6.47,72.83,moong
52,44,35,31.87,68.88,6.62,86.68,moong
58,32,21,32.84,58.47,6.43,72.35,moong
31,35,37,22.63,43.04,6.69,96.96,moong
37,20,31,30.69,63.39,6.95,49.06,moong
54,33,24,25.6,59.98,6.5,74.09,moong
36,43,39,23.21,42.57,6.38,66.3,moong
43,45,48,33.94,56.51,6.4,30.4,moong
40,43,26,32.35,41.09,6.66,91.29,moong
41,29,40,25.86,63.75,6.28,87.7,moong
47,49,46,22.83,57.4,6.2,53.55,moong
26,26,40,28.92,69.79,7.88,45.47,moong
28,32,50,24.31,58.54,6.29,72.91,moong
31,42,40,31.02,46.01,6.6,69.79,moong
60,35,27,21.87,49.49,7.34,62.13,moong
22,24,48,34.02,54.07,7.54,54.34,moong
30,23,50,33.91,42.78,6.4,89.47,moong
27,39,42,29.73,63.16,7.98,43.13,moong
35,39,32,21.86,69.96,7.75,80.37,moong
50,41,49,33.46,46.12,7.29,30.11,moong
58,34,49,26.77,54.16,6.22,59.61,moong
25,43,46,30.78,60.41,6.39,50.64,moong
20,28,28,25.0,40.79,7.87,90.32,moong
30,28,47,30.87,68.91,6.3,97.4,moong
59,25,44,25.24,45.25,7.35,99.43,moong
25,23,24,33.65,67.5,6.69,73.57,moong
20,35,29,30.84,62.01,6.98,46.74,moong
28,48,33,23.06,68.27,7.09,32.65,moong
57,46,33,21.4,43.08,6.98,98.51,moong
40,46,25,32.42,67.38,7.58,37.33,moong
26,38,28,25.0,51.34,6.1,31.08,moong
43,39,21,26.91,46.9,7.92,47.06,moong
58,21,34,29.91,62.06,6.72,76.24,moong
27,26,24,25.79,44.71,6.51,51.57,moong
23,22,43,25.28,46.02,6.43,72.0,moong
60,22,49,28.57,68.0,7.8,61.31,moong
27,36,44,26.91,54.43,6.85,52.77,moong
29,26,22,20.41,49.24,6.58,32.04,moong
33,23,28,24.56,58.86,7.82,80.92,moong
41,20,21,30.95,56.19,6.86,40.49,moong
58,34,48,31.83,49.9,7.48,79.51,moong
32,20,30,28.04,50.51,6.71,57.69,moong
34,28,32,29.32,61.35,7.5,94.52,moong
35,37,45,20.99,66.96,6.41,86.74,moong
35,32,25,22.5,69.62,6.22,70.56,moong
26,27,45,32.31,63.3,7.86,40.49,moong
39,22,31,33.5,57.35,6.82,53.13,moong
57,44,31,23.56,53.64,7.93,39.21,moong
56,47,48,31.74,57.79,6.09,59.14,moong
49,31,22,22.05,56.2,7.47,97.39,moong
37,22,25,33.58,54.89,6.76,56.7,moong
31,28,49,20.48,42.22,6.24,73.64,moong
57,34,32,29.64,48.54,7.48,83.14,moong
37,26,43,32.27,52.53,7.92,63.03,moong
25,50,46,24.04,59.39,6.66,71.89,moong
55,23,20,20.22,67.97,6.55,82.97,moong
25,43,48,34.35,53.17,7.39,83.53,moong
48,39,26,24.22,56.78,6.13,54.73,moong
41,32,21,30.49,64.11,7.89,79.99,moong
56,43,48,26.39,62.91,7.23,44.44,moong
42,44,44,30.91,57.3,6.41,68.5,moong
44,46,37,28.9,66.9,7.64,81.51,moong
44,23,40,29.42,66.54,7.76,41.32,moong
58,49,47,32.68,60.0,7.79,62.65,moong
38,36,40,29.82,66.91,7.71,77.37,moong
50,48,42,33.0,62.72,6.34,67.32,moong
31,48,33,25.42,61.54,7.14,35.83,moong
25,31,25,26.94,62.81,6.9,65.3,moong
45,22,32,25.52,44.0,6.78,82.02,moong
22,32,49,20.98,53.63,7.01,45.5,moong
53,32,28,33.83,67.64,6.18,44.1,moong
24,25,30,31.67,47.18,6.31,37.21,moong
39,47,31,20.43,46.88,7.51,42.14,moong
37,26,28,30.32,52.91,7.28,90.92,moong
26,42,30,33.76,55.5,7.75,94.71,moong
53,34,23,29.69,40.17,6.79,76.14,moong
28,26,43,23.01,50.45,6.18,47.04,moong
33,36,20,22.08,66.11,7.83,69.09,moong
37,33,32,27.0,48.43,6.56,67.67,moong
21,46,31,24.08,59.76,7.91,51.96,moong
29,48,20,33.65,50.8,7.69,46.86,moong
50,33,32,28.73,47.07,7.14,92.66,moong
29,26,35,31.87,43.79,6.17,47.36,moong
44,30,20,31.93,47.0,7.02,73.66,moong
52,46,25,33.64,54.55,7.77,71.97,moong
44,47,20,28.27,52.92,7.43,62.08,moong
25,23,34,26.73,47.75,7.57,83.07,moong
32,36,31,28.09,53.63,6.17,59.77,moong
43,21,25,26.4,42.13,6.07,49.72,moong
45,38,43,30.17,53.41,7.97,89.48,moong
55,47,23,20.71,41.39,7.04,36.72,moong
21,43,44,32.81,58.16,6.08,49.0,moong
45,30,38,28.42,60.6,7.08,68.79,moong
48,22,42,29.38,42.8,6.06,40.43,moong
73,55,32,23.42,75.59,7.37,67.78,moth
65,41,36,20.33,66.04,7.44,140.5,moth
71,40,43,26.39,59.72,7.43,147.46,moth
60,38,52,29.02,63.14,6.06,146.61,moth
75,51,31,34.87,60.52,6.77,89.61,moth
55,39,32,28.37,50.04,5.91,193.65,moth
73,48,34,30.33,54.44,6.48,161.38,moth
80,58,60,23.7,50.39,7.0,162.69,moth
45,43,45,28.51,74.88,5.73,67.96,moth
93,58,33,34.73,74.76,6.27,156.16,moth
47,32,54,26.46,79.49,7.19,157.13,moth
90,53,57,32.53,61.87,7.16,53.3,moth
62,51,37,20.92,72.86,6.52,75.72,moth
50,47,53,27.44,62.72,6.3,81.52,moth
49,48,45,20.86,59.71,6.56,101.16,moth
83,42,33,28.55,58.18,5.96,73.32,moth
80,46,51,28.05,50.66,6.75,189.28,moth
90,56,44,23.86,59.83,7.34,147.1,moth
98,58,37,22.29,60.5,6.26,115.06,moth
97,41,47,22.75,75.27,6.44,75.45,moth
96,41,37,20.28,62.4,5.82,62.04,moth
98,59,56,21.16,54.36,6.83,127.51,moth
65,48,60,28.71,60.89,5.91,169.25,moth
89,39,50,29.05,76.35,6.21,150.1,moth
49,51,31,32.2,78.19,5.66,76.11,moth
62,50,31,31.52,51.35,7.17,156.12,moth
71,53,50,25.19,78.35,7.25,85.35,moth
93,34,41,25.18,61.84,5.67,164.45,moth
74,40,44,31.18,58.67,5.9,98.02,moth
63,35,48,23.82,53.31,5.66,170.04,moth
65,57,48,25.16,51.84,7.39,117.21,moth
73,55,56,26.27,60.55,7.49,140.79,moth
56,41,45,23.2,58.24,7.16,64.94,moth
45,56,59,27.34,78.98,7.05,155.74,moth
85,48,38,31.89,60.03,6.67,94.02,moth
62,57,30,23.86,66.81,7.47,64.33,moth
89,56,51,23.83,75.97,6.45,171.78,moth
82,49,41,22.74,57.49,7.04,119.9,moth
46,35,53,22.01,56.14,7.07,120.0,moth
65,57,42,21.72,67.76,7.33,70.46,moth
46,31,37,23.91,59.04,6.61,162.42,moth
93,51,38,24.83,51.11,5.61,196.26,moth
43,58,41,24.67,64.11,6.28,83.62,moth
63,51,58,27.64,70.79,6.09,120.09,moth
50,45,46,33.22,61.7,6.42,176.54,moth
90,56,37,34.42,71.97,5.53,187.16,moth
64,47,33,27.25,70.61,6.59,117.01,moth
59,31,52,31.39,63.7,6.51,61.53,moth
99,47,52,28.7,50.35,7.05,175.89,moth
95,37,54,29.38,65.78,7.49,189.09,moth
98,40,38,33.32,58.05,5.87,115.14,moth
51,44,41,34.36,57.05,6.07,68.41,moth
78,52,48,25.79,77.82,7.46,106.99,moth
42,57,40,29.5,50.74,6.21,76.94,moth
82,54,36,21.13,65.18,6.03,75.66,moth
77,31,52,26.01,65.47,5.99,135.23,moth
87,58,51,34.69,65.53,6.58,65.73,moth
76,44,36,20.01,79.47,7.37,162.12,moth
82,57,53,28.72,71.85,6.32,169.22,moth
93,60,40,33.76,55.1,5.88,77.16,moth
65,39,30,28.36,51.82,7.02,181.62,moth
92,58,47,29.42,61.99,5.78,179.9,moth
96,33,48,24.93,51.45,6.65,97.02,moth
86,42,39,33.9,58.57,5.62,71.52,moth
89,36,43,31.88,67.49,6.3,165.2,moth
78,50,54,33.86,51.53,6.64,96.28,moth
43,34,30,29.61,65.16,7.5,141.26,moth
93,54,35,27.89,50.88,5.75,131.76,moth
84,46,52,29.28,67.36,6.03,68.49,moth
77,57,31,20.44,78.74,6.29,58.11,moth
58,37,54,20.33,65.12,6.21,72.25,moth
49,53,45,33.58,77.62,6.61,192.63,moth
77,47,36,23.72,53.04,5.54,108.06,moth
43,53,32,34.95,71.54,5.56,75.45,moth
62,42,50,28.37,57.39,6.04,122.62,moth
74,39,33,25.02,76.37,6.64,195.32,moth
90,33,36,20.87,50.47,7.06,72.65,moth
51,41,60,30.94,77.1,6.54,199.6,moth
63,44,58,21.22,67.92,7.35,81.9,moth
80,38,52,23.33,76.39,5.75,136.91,moth
43,55,50,25.52,79.82,6.59,82.05,moth
74,56,34,25.56,67.67,7.23,67.32,moth
58,57,60,30.55,70.52,6.15,91.31,moth
94,31,42,34.57,77.05,6.99,140.47,moth
58,44,32,25.93,64.32,6.0,95.36,moth
92,30,50,21.44,56.07,7.29,175.47,moth
64,32,59,22.34,61.72,5.62,56.54,moth
100,49,33,22.64,63.07,6.32,77.52,moth
79,53,39,30.85,52.59,6.79,102.43,moth
96,55,31,24.11,67.6,7.19,127.66,moth
95,38,42,29.65,51.43,6.99,131.53,moth
63,47,40,22.74,60.79,5.98,124.22,moth
88,49,31,29.95,51.96,6.64,116.67,moth
57,36,50,22.41,59.07,6.77,148.21,moth
87,35,56,28.11,72.45,7.43,147.08,moth
89,55,60,30.19,76.89,6.25,147.95,moth
51,47,32,22.21,62.29,5.88,173.84,moth
90,48,57,34.65,57.9,6.3,54.26,moth
71,36,31,24.74,60.22,6.92,188.85,moth
57,46,43,27.66,73.94,6.84,193.03,moth
99,58,51,31.08,66.09,7.04,161.22,moth
86,32,51,33.44,61.69,6.06,57.53,moth
86,60,45,34.46,71.6,6.67,190.91,moth
98,34,43,21.22,53.52,6.0,147.54,moth
50,37,51,21.58,61.29,7.37,142.2,moth
61,31,41,34.33,66.37,6.28,188.95,moth
44,37,38,30.77,54.18,5.94,54.02,moth
84,57,43,24.22,59.22,6.07,149.4,moth
72,45,32,30.43,69.98,7.24,144.67,moth
69,38,33,22.54,76.26,6.14,60.14,moth
74,52,36,22.46,62.9,6.51,58.04,moth
72,57,48,29.65,77.26,6.26,169.68,moth
54,51,48,28.3,55.19,6.34,73.39,moth
92,45,35,32.95,73.07,6.45,191.58,moth
62,57,33,27.27,50.93,6.1,183.03,moth
92,52,59,24.68,65.11,6.17,151.84,moth
65,35,48,34.13,71.6,6.41,141.64,moth
86,38,44,30.64,69.37,6.15,70.59,moth
86,60,59,28.78,68.63,6.44,64.99,moth
73,57,49,25.64,79.3,7.18,70.16,moth
45,34,55,27.98,53.55,6.44,84.72,niger seed
69,51,51,21.75,47.62,6.66,95.86,niger seed
61,40,58,22.22,64.04,6.15,140.31,niger seed
40,45,52,22.73,58.47,7.43,124.59,niger seed
50,38,59,22.77,40.34,6.94,51.43,niger seed
72,32,31,34.08,53.9,6.58,145.44,niger seed
46,43,39,32.16,60.51,7.44,68.35,niger seed
60,54,50,25.81,52.84,6.92,47.09,niger seed
76,54,53,23.6,43.65,6.72,44.77,niger seed
65,45,40,25.85,65.94,7.12,145.22,niger seed
67,51,44,24.28,49.38,7.41,75.46,niger seed
57,42,52,28.78,45.37,6.36,135.73,niger seed
49,58,45,31.05,44.93,6.03,51.94,niger seed
50,30,39,22.32,49.15,7.2,138.48,niger seed
47,57,59,29.92,54.36,6.71,127.85,niger seed
67,60,46,33.56,65.18,6.98,93.52,niger seed
55,51,37,28.56,51.02,6.23,90.37,niger seed
57,43,36,24.68,65.99,7.02,96.08,niger seed
51,54,58,25.44,62.82,6.89,60.81,niger seed
56,44,60,24.76,51.02,7.15,139.25,niger seed
43,39,35,31.24,63.33,7.25,80.07,niger seed
47,37,40,26.43,43.68,7.0,100.45,niger seed
70,49,47,32.1,42.57,7.37,41.94,niger seed
58,47,38,33.94,56.31,6.32,110.75,niger seed
65,55,31,30.69,43.11,6.27,135.24,niger seed
72,60,55,21.55,57.51,6.87,119.48,niger seed
75,50,38,30.56,47.69,6.68,46.5,niger seed
42,57,34,29.84,50.63,7.2,95.87,niger seed
78,45,60,23.07,49.15,7.23,124.21,niger seed
62,45,48,33.32,62.82,7.01,131.83,niger seed
76,37,38,22.75,61.9,7.49,149.99,niger seed
78,32,43,34.2,40.62,6.01,145.0,niger seed
72,33,44,28.04,40.99,7.05,55.37,niger seed
64,47,41,26.45,49.75,6.48,86.93,niger seed
48,32,40,26.82,62.47,6.33,87.82,niger seed
67,43,33,34.18,43.3,6.1,122.38,niger seed
56,54,46,20.43,46.93,6.37,90.56,niger seed
64,32,59,33.09,67.29,6.76,46.14,niger seed
62,36,50,32.08,50.29,6.17,144.73,niger seed
71,45,56,29.01,61.5,7.42,122.39,niger seed
59,37,31,28.92,46.66,6.27,114.27,niger seed
47,36,36,31.09,50.25,7.32,112.16,niger seed
58,37,30,34.15,48.43,6.47,85.56,niger seed
40,34,51,26.22,49.98,7.26,105.07,niger seed
58,41,56,32.97,63.31,6.35,140.1,niger seed
40,51,48,22.18,50.19,6.32,96.62,niger seed
51,56,60,32.55,62.29,7.38,134.14,niger seed
73,57,47,26.13,42.85,6.68,149.64,niger seed
62,45,38,25.48,62.85,6.82,104.7,niger seed
57,33,36,31.52,68.78,6.41,79.32,niger seed
76,33,31,33.88,54.17,6.26,133.97,niger seed
66,40,38,33.13,56.64,6.74,91.2,niger seed
79,54,54,22.3,69.6,6.14,142.04,niger seed
78,51,47,29.67,51.71,6.86,50.24,niger seed
65,35,43,32.25,56.68,6.73,74.42,niger seed
63,59,35,33.92,47.08,6.43,43.79,niger seed
55,60,43,24.12,48.79,6.77,105.92,niger seed
70,42,44,21.37,47.66,7.49,47.79,niger seed
78,46,43,23.76,62.06,6.58,60.02,niger seed
47,42,53,27.13,57.01,6.08,109.18,niger seed
52,48,44,24.37,56.04,6.13,117.19,niger seed
41,56,37,33.58,51.76,6.52,60.86,niger seed
74,55,31,28.08,53.06,6.73,83.7,niger seed
75,55,48,29.87,67.74,6.3,142.73,niger seed
64,36,57,22.07,42.67,7.25,44.43,niger seed
67,32,31,33.11,41.2,6.75,75.07,niger seed
55,60,55,32.19,55.72,6.63,147.47,niger seed
71,58,30,29.93,58.27,7.44,124.48,niger seed
44,43,31,22.87,63.34,6.33,110.32,niger seed
61,37,46,24.27,58.09,6.55,149.08,niger seed
73,38,54,34.43,50.52,6.28,76.33,niger seed
40,48,40,31.65,50.66,6.21,47.23,niger seed
44,55,43,24.26,41.08,6.06,45.1,niger seed
42,52,40,27.93,43.8,6.05,40.19,niger seed
62,51,48,32.05,66.21,6.27,144.58,niger seed
62,60,56,22.29,62.93,6.05,99.72,niger seed
47,30,38,27.59,59.82,6.7,111.52,niger seed
52,43,46,27.15,54.84,6.98,106.85,niger seed
68,49,36,23.58,66.27,6.69,133.88,niger seed
80,42,44,25.35,50.0,7.22,111.18,niger seed
53,37,48,33.39,54.01,6.18,139.34,niger seed
51,44,57,34.82,57.62,7.17,96.24,niger seed
78,58,39,25.16,54.18,6.96,105.12,niger seed
59,39,40,26.39,67.68,6.28,59.13,niger seed
71,41,54,32.91,63.5,6.48,131.0,niger seed
48,57,33,22.16,69.24,6.77,97.51,niger seed
72,31,38,20.58,68.48,7.45,119.39,niger seed
43,37,51,34.06,56.48,6.33,57.52,niger seed
46,60,32,24.04,52.27,7.2,113.01,niger seed
44,48,32,27.8,49.12,6.17,57.68,niger seed
70,56,33,34.61,51.7,6.92,138.86,niger seed
66,46,52,23.67,54.85,6.43,123.63,niger seed
51,38,58,33.2,69.42,7.4,127.92,niger seed
40,52,60,23.3,64.06,6.25,92.27,niger seed
77,33,40,33.49,49.03,6.71,59.72,niger seed
73,46,34,20.28,58.06,6.29,50.19,niger seed
61,60,52,25.53,59.94,7.49,79.74,niger seed
60,46,48,22.87,65.27,7.1,106.2,niger seed
65,30,37,33.79,43.95,6.19,59.83,niger seed
45,43,44,21.42,49.59,6.71,137.64,niger seed
41,53,39,22.94,46.26,6.45,45.11,niger seed
57,34,55,20.13,48.3,6.95,88.15,niger seed
74,34,35,28.63,42.41,7.32,112.97,niger seed
54,34,34,21.64,43.34,6.39,128.86,niger seed
51,45,57,34.11,61.24,6.92,73.32,niger seed
73,32,50,33.5,63.85,7.24,121.97,niger seed
79,39,35,29.39,64.13,6.89,86.62,niger seed
78,55,41,25.48,59.55,6.52,75.7,niger seed
43,44,53,30.95,48.09,6.51,147.93,niger seed
49,58,34,25.91,51.97,7.44,48.65,niger seed
53,30,42,26.16,42.89,7.48,139.45,niger seed
67,40,47,22.49,59.97,7.32,79.29,niger seed
42,49,45,22.8,69.01,6.92,89.47,niger seed
47,40,37,28.88,50.35,6.6,97.57,niger seed
62,32,52,20.51,40.97,6.62,47.53,niger seed
58,41,60,25.67,44.71,6.33,143.28,niger seed
43,56,43,21.07,57.1,6.16,106.02,niger seed
64,33,56,32.42,61.27,7.41,50.91,niger seed
44,52,49,21.38,65.1,6.56,97.06,niger seed
42,33,35,21.38,67.7,7.37,43.38,niger seed
86,77,48,29.12,76.33,6.9,117.89,onion
149,56,44,33.64,69.55,5.94,92.08,onion
91,53,58,25.74,77.76,6.2,54.33,onion
111,45,50,20.68,79.5,7.35,80.4,onion
97,44,56,30.36,60.21,6.92,121.03,onion
126,52,61,29.62,78.43,5.88,86.04,onion
126,51,69,21.36,69.97,6.16,186.99,onion
113,56,45,28.52,80.8,7.26,118.76,onion
148,73,52,32.66,75.15,7.26,164.57,onion
135,70,78,33.1,71.64,7.35,183.64,onion
148,57,67,20.38,89.94,6.88,190.54,onion
127,63,72,23.35,62.18,5.65,141.1,onion
140,75,44,21.99,82.95,5.53,112.7,onion
145,55,58,29.66,84.31,5.79,180.54,onion
117,52,62,22.12,64.76,7.2,186.93,onion
119,77,56,25.21,64.09,6.33,101.75,onion
115,48,47,29.73,72.74,5.72,154.6,onion
107,57,53,25.84,87.29,5.96,123.18,onion
123,44,53,32.54,69.49,7.33,198.75,onion
110,54,77,21.67,67.74,6.47,69.91,onion
144,77,40,22.28,86.02,6.35,56.19,onion
113,77,47,18.18,68.48,7.22,193.64,onion
114,73,58,31.02,71.81,6.44,147.67,onion
114,42,73,24.5,73.89,6.28,124.16,onion
83,47,80,21.98,67.52,6.06,160.95,onion
110,42,69,19.05,68.4,5.62,73.42,onion
91,41,56,20.81,85.44,7.16,150.28,onion
127,50,69,27.89,71.86,6.24,178.38,onion
115,59,54,18.77,72.08,6.38,145.32,onion
101,76,72,26.25,84.04,5.71,190.45,onion
129,45,66,26.71,65.85,5.88,137.74,onion
140,58,59,29.73,70.87,6.21,153.18,onion
85,63,61,34.56,63.46,7.01,64.21,onion
105,67,45,25.07,65.12,7.45,81.81,onion
150,71,47,31.02,88.65,6.01,59.35,onion
143,55,79,28.75,61.05,6.88,109.63,onion
147,61,68,34.69,60.77,5.65,140.41,onion
129,67,62,20.5,85.05,6.96,81.25,onion
137,76,67,32.8,66.28,7.49,144.83,onion
125,54,73,25.31,61.42,7.34,174.44,onion
109,71,67,29.97,82.06,6.39,165.02,onion
142,66,69,22.85,68.14,5.53,95.51,onion
101,55,70,23.85,75.5,5.51,184.06,onion
104,69,77,29.47,74.47,7.45,121.91,onion
110,63,44,31.4,89.98,6.29,71.06,onion
131,51,73,24.81,74.46,7.26,198.44,onion
85,52,60,32.26,65.9,6.64,179.93,onion
130,52,73,19.18,60.08,6.48,169.67,onion
136,42,61,25.69,63.52,6.26,57.68,onion
147,75,49,29.2,85.39,6.16,114.71,onion
81,63,53,27.31,67.73,6.21,76.85,onion
124,76,79,27.92,75.24,5.92,63.11,onion
93,62,58,23.92,76.12,6.05,114.27,onion
109,59,65,31.88,65.48,7.5,66.12,onion
126,40,43,20.43,71.64,7.05,159.59,onion
115,46,59,26.81,68.01,5.8,96.57,onion
125,70,44,32.16,75.82,7.43,143.14,onion
126,78,77,32.6,79.52,5.52,183.44,onion
130,58,63,34.24,70.79,5.72,192.92,onion
103,72,63,22.67,70.81,5.73,75.28,onion
149,75,75,23.2,79.8,6.29,57.39,onion
97,66,55,34.06,72.03,7.48,156.11,onion
139,52,69,23.01,63.89,6.22,88.81,onion
115,65,58,19.63,87.8,7.11,185.21,onion
143,41,63,22.26,72.71,6.91,83.9,onion
127,60,56,27.29,60.75,6.14,142.67,onion
96,66,47,26.14,73.98,7.12,198.42,onion
85,59,55,25.42,88.18,5.97,109.89,onion
90,70,52,19.0,63.84,6.49,111.65,onion
138,80,69,33.95,78.07,7.31,121.47,onion
142,63,40,21.37,78.37,6.29,163.58,onion
145,73,50,23.43,76.69,7.33,129.61,onion
147,50,79,24.44,63.8,6.6,112.11,onion
133,53,40,18.29,69.11,7.38,123.42,onion
128,78,53,18.89,63.43,7.5,180.04,onion
129,49,55,27.05,82.52,7.5,184.63,onion
120,43,52,30.83,66.25,5.84,153.68,onion
83,41,48,24.67,61.13,6.89,110.57,onion
131,58,59,30.38,70.99,6.51,141.11,onion
101,56,61,21.35,81.49,6.29,72.27,onion
88,79,76,34.79,60.79,6.26,184.36,onion
95,41,59,32.39,63.55,7.27,171.67,onion
135,46,79,28.4,65.55,7.44,131.17,onion
133,51,62,26.55,87.57,6.04,119.2,onion
121,52,50,33.19,68.36,5.93,91.65,onion
113,49,55,32.54,73.79,5.77,142.64,onion
121,48,72,19.77,63.65,6.63,87.43,onion
145,57,79,31.03,66.63,5.86,123.1,onion
110,41,62,33.44,67.63,5.91,107.14,onion
99,44,77,20.59,83.2,6.38,115.48,onion
83,71,52,28.69,61.81,6.55,120.19,onion
149,41,44,33.64,85.88,7.15,186.26,onion
93,71,52,28.83,60.79,5.6,107.27,onion
94,56,77,19.92,76.08,6.55,171.97,onion
105,79,61,22.89,63.8,7.29,141.13,onion
92,59,48,18.11,66.52,6.74,197.19,onion
115,53,52,25.47,61.94,7.37,78.65,onion
134,47,68,31.29,68.53,6.24,193.56,onion
148,67,75,18.58,89.31,6.0,90.89,onion
124,53,61,27.3,85.26,6.15,171.78,onion
110,75,69,27.93,87.84,5.93,183.88,onion
120,50,60,27.97,87.57,5.5,193.02,onion
124,45,56,18.09,63.25,6.88,143.38,onion
142,51,49,30.8,86.86,6.94,152.07,onion
113,67,73,18.11,80.52,7.35,183.93,onion
127,64,72,33.99,63.52,5.86,90.53,onion
128,69,78,29.94,61.96,7.06,116.39,onion
128,75,46,31.49,65.25,7.45,141.98,onion
131,53,60,30.92,89.02,7.16,79.76,onion
120,78,59,18.47,89.92,6.14,135.19,onion
128,49,76,26.43,70.75,6.71,172.36,onion
123,50,77,22.04,72.35,5.62,177.44,onion
